ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,IsHoliday,IsHoliday_lower,IsHoliday_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2015-01-16,273.59898082081685,-2152.723095523164,3371.347079635293,273.59898082081685,273.59898082081685,0.0,0.0,0.0,327.2295038558914,327.2295038558914,327.2295038558914,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,-81.9632625685179,-81.9632625685179,-81.9632625685179,-604.8694401395907,-604.8694401395907,-604.8694401395907,0.0,0.0,0.0,600.8284846767083
2015-01-18,274.1608643602348,-1866.9726753718708,3458.9364165464863,274.1608643602348,274.1608643602348,0.0,0.0,0.0,586.9341467341396,586.9341467341396,586.9341467341396,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,121.7030515956274,121.7030515956274,121.7030515956274,-548.8311114254878,-548.8311114254878,-548.8311114254878,0.0,0.0,0.0,861.0950110943745
2015-01-19,274.44180612994387,-1931.5762513738318,3508.2432882424505,274.44180612994387,274.44180612994387,0.0,0.0,0.0,519.9046074288775,519.9046074288775,519.9046074288775,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,23.898053086339868,23.898053086339868,23.898053086339868,-518.0556522214624,-518.0556522214624,-518.0556522214624,0.0,0.0,0.0,794.3464135588214
2015-01-20,274.7227478996528,-1446.386311659027,3813.5551747038253,274.7227478996528,274.7227478996528,0.0,0.0,0.0,893.5470114919727,893.5470114919727,893.5470114919727,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,365.9387870661533,365.9387870661533,365.9387870661533,-486.45398213818044,-486.45398213818044,-486.45398213818044,0.0,0.0,0.0,1168.2697593916255
2015-01-23,275.5655732087798,-1820.017888973451,3586.557618601241,275.5655732087798,275.5655732087798,0.0,0.0,0.0,536.7005776891247,536.7005776891247,536.7005776891247,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,-81.96326256968783,-81.96326256968783,-81.96326256968783,-395.39836630518755,-395.39836630518755,-395.39836630518755,0.0,0.0,0.0,812.2661508979045
2015-01-26,276.4083985179068,-1512.2881235234406,4009.452396238181,276.4083985179068,276.4083985179068,0.0,0.0,0.0,708.9215715604174,708.9215715604174,708.9215715604174,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,23.898053086642747,23.898053086642747,23.898053086642747,-329.0386880902254,-329.0386880902254,-329.0386880902254,0.0,0.0,0.0,985.3299700783242
2015-01-27,276.6893402876158,-1319.7846413564905,4000.7279912362583,276.6893402876158,276.6893402876158,0.0,0.0,0.0,1063.6010508036582,1063.6010508036582,1063.6010508036582,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,365.9387870657921,365.9387870657921,365.9387870657921,-316.39994282613407,-316.39994282613407,-316.39994282613407,0.0,0.0,0.0,1340.290391091274
2015-01-28,276.97028205732477,-1838.6818276568702,3622.0503634453744,276.97028205732477,276.97028205732477,0.0,0.0,0.0,601.5378935550698,601.5378935550698,601.5378935550698,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,-102.8352611375753,-102.8352611375753,-102.8352611375753,-309.6890518713549,-309.6890518713549,-309.6890518713549,0.0,0.0,0.0,878.5081756123946
2015-01-30,277.53216559674274,-2186.9512229050874,3568.3050888308085,277.53216559674274,277.53216559674274,0.0,0.0,0.0,616.0261550225614,616.0261550225614,616.0261550225614,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,-81.96326256904533,-81.96326256904533,-81.96326256904533,-316.07278897239325,-316.07278897239325,-316.07278897239325,0.0,0.0,0.0,893.5583206193041
2015-01-31,277.81310736645173,-1318.814631635633,3950.7175501499682,277.81310736645173,277.81310736645173,0.0,0.0,0.0,1043.2912706984223,1043.2912706984223,1043.2912706984223,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,359.03495777664375,359.03495777664375,359.03495777664375,-329.8058936422216,-329.8058936422216,-329.8058936422216,0.0,0.0,0.0,1321.104378064874
2015-02-01,278.0940491361607,-1806.5654416933548,3908.7288106462747,278.0940491361607,278.0940491361607,0.0,0.0,0.0,785.0502569346362,785.0502569346362,785.0502569346362,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,121.70305159577565,121.70305159577565,121.70305159577565,-350.71500122513936,-350.71500122513936,-350.71500122513936,0.0,0.0,0.0,1063.144306070797
2015-02-02,278.3749909058697,-1804.9220182620438,3542.8818864330883,278.3749909058697,278.3749909058697,0.0,0.0,0.0,659.2713776874248,659.2713776874248,659.2713776874248,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,23.898053086270043,23.898053086270043,23.898053086270043,-378.6888819628453,-378.6888819628453,-378.6888819628453,0.0,0.0,0.0,937.6463685932945
2015-02-03,278.6559326755787,-1492.9560387273336,3811.2631852249706,278.6559326755787,278.6559326755787,0.0,0.0,0.0,966.5685494939202,966.5685494939202,966.5685494939202,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,365.9387870660055,365.9387870660055,365.9387870660055,-413.43244413608534,-413.43244413608534,-413.43244413608534,0.0,0.0,0.0,1245.224482169499
2015-02-04,278.9368744452877,-2192.826570336878,3541.586153343415,278.9368744452877,278.9368744452877,0.0,0.0,0.0,456.7596842001459,456.7596842001459,456.7596842001459,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,-102.835261138103,-102.835261138103,-102.835261138103,-454.46726122575114,-454.46726122575114,-454.46726122575114,0.0,0.0,0.0,735.6965586454336
2015-02-06,279.4987579847057,-2191.305913963483,3342.991087865175,279.4987579847057,279.4987579847057,0.0,0.0,0.0,379.48274282560146,379.48274282560146,379.48274282560146,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,-81.96326256840283,-81.96326256840283,-81.96326256840283,-552.6162011699957,-552.6162011699957,-552.6162011699957,0.0,0.0,0.0,658.9815008103071
2015-02-07,279.77969975441465,-1733.4179239741102,3727.045808040296,279.77969975441465,279.77969975441465,0.0,0.0,0.0,765.1703862155227,765.1703862155227,765.1703862155227,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,359.03495777668724,359.03495777668724,359.03495777668724,-607.9267781251646,-607.9267781251646,-607.9267781251646,0.0,0.0,0.0,1044.9500859699374
2015-02-08,280.0606415241237,-2069.3878473030545,3621.6886040344366,280.0606415241237,280.0606415241237,0.0,0.0,0.0,469.8108508191909,469.8108508191909,469.8108508191909,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,121.70305159609508,121.70305159609508,121.70305159609508,-665.9544073409041,-665.9544073409041,-665.9544073409041,0.0,0.0,0.0,749.8714923433146
2015-02-11,280.9034668332506,-2449.956812971727,3064.3824573763527,280.9034668332506,280.9034668332506,0.0,0.0,0.0,67.56699772601192,67.56699772601192,67.56699772601192,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,-102.83526113892624,-102.83526113892624,-102.83526113892624,-843.6599476990618,-843.6599476990618,-843.6599476990618,0.0,0.0,0.0,348.4704645592625
2015-02-12,281.18440860295965,-3034.2528119682233,2514.0095754905715,281.18440860295965,281.18440860295965,0.0,0.0,0.0,-571.2690651403462,-571.2690651403462,-571.2690651403462,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,-685.7763258182848,-685.7763258182848,-685.7763258182848,-899.5549458860614,-899.5549458860614,-899.5549458860614,0.0,0.0,0.0,-290.0846565373866
2015-02-14,281.7462921423776,-2079.5454158779926,3369.254552919102,281.7462921423776,281.7462921423776,0.0,0.0,0.0,375.1116833946852,375.1116833946852,375.1116833946852,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,359.0349577766381,359.0349577766381,359.0349577766381,-997.9854809459529,-997.9854809459529,-997.9854809459529,0.0,0.0,0.0,656.8579755370629
2015-02-15,282.0272339120866,-2342.9710126053355,3116.5894077212943,282.0272339120866,282.0272339120866,0.0,0.0,0.0,97.90307046100367,97.90307046100367,97.90307046100367,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,121.7030515959239,121.7030515959239,121.7030515959239,-1037.8621876989203,-1037.8621876989203,-1037.8621876989203,0.0,0.0,0.0,379.9303043730903
2015-02-16,282.3081756817956,-2334.4715888829614,3066.3795645596665,282.3081756817956,282.3081756817956,0.0,0.0,0.0,-31.92408366905133,-31.92408366905133,-31.92408366905133,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,23.898053086622994,23.898053086622994,23.898053086622994,-1069.8843433196744,-1069.8843433196744,-1069.8843433196744,0.0,0.0,0.0,250.38409201274428
2015-02-17,282.5891174515046,-2203.9490790465734,3370.02918315491,282.5891174515046,282.5891174515046,0.0,0.0,0.0,287.0181650272796,287.0181650272796,287.0181650272796,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,365.93878706589163,365.93878706589163,365.93878706589163,-1092.982828602612,-1092.982828602612,-1092.982828602612,0.0,0.0,0.0,569.6072824787842
2015-02-18,282.8700592212136,-2803.3554144499412,2708.4114258172604,282.8700592212136,282.8700592212136,0.0,0.0,0.0,-195.01609544473996,-195.01609544473996,-195.01609544473996,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,-102.83526113558608,-102.83526113558608,-102.83526113558608,-1106.2430408731539,-1106.2430408731539,-1106.2430408731539,0.0,0.0,0.0,87.85396377647362
2015-02-20,283.43194276063156,-2733.9884857122834,2783.353795560869,283.43194276063156,283.43194276063156,0.0,0.0,0.0,-168.4006037182352,-168.4006037182352,-168.4006037182352,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,-81.9632625689303,-81.9632625689303,-81.9632625689303,-1100.4995477133048,-1100.4995477133048,-1100.4995477133048,0.0,0.0,0.0,115.03133904239635
2015-02-21,283.71288453034055,-2394.759308121143,3326.2950045404787,283.71288453034055,283.71288453034055,0.0,0.0,0.0,292.46679929896186,292.46679929896186,292.46679929896186,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,359.034957776662,359.034957776662,359.034957776662,-1080.6303650417,-1080.6303650417,-1080.6303650417,0.0,0.0,0.0,576.1796838293023
2015-02-22,283.99382630004953,-2415.501424401455,3056.252908787894,283.99382630004953,283.99382630004953,0.0,0.0,0.0,86.54758636660718,86.54758636660718,86.54758636660718,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,121.70305159575264,121.70305159575264,121.70305159575264,-1049.2176717931454,-1049.2176717931454,-1049.2176717931454,0.0,0.0,0.0,370.5414126666567
2015-02-23,284.2747680697585,-2606.544436736094,2905.6574691247106,284.2747680697585,284.2747680697585,0.0,0.0,0.0,31.57321298183599,31.57321298183599,31.57321298183599,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,23.898053086673045,23.898053086673045,23.898053086673045,-1006.3870466688371,-1006.3870466688371,-1006.3870466688371,0.0,0.0,0.0,315.8479810515945
2015-02-24,284.55570983946757,-2071.1117862271703,3426.502450685044,284.55570983946757,284.55570983946757,0.0,0.0,0.0,427.5080290398991,427.5080290398991,427.5080290398991,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,365.9387870658007,365.9387870658007,365.9387870658007,-952.4929645899016,-952.4929645899016,-952.4929645899016,0.0,0.0,0.0,712.0637388793666
2015-02-27,285.3985312227653,-2353.2035861795944,3165.0426798457165,285.3985312227653,285.3985312227653,0.0,0.0,0.0,200.8324242357206,200.8324242357206,200.8324242357206,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,-81.96326256828782,-81.96326256828782,-81.96326256828782,-731.2665197599915,-731.2665197599915,-731.2665197599915,0.0,0.0,0.0,486.23095545848594
2015-03-01,285.9604121449638,-1890.2471757230853,3740.4531746533576,285.9604121449638,285.9604121449638,0.0,0.0,0.0,591.3239677016652,591.3239677016652,591.3239677016652,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,121.7030515960721,121.7030515960721,121.7030515960721,-544.441290458407,-544.441290458407,-544.441290458407,0.0,0.0,0.0,877.284379846629
2015-03-02,286.2413526060631,-1699.2981720016594,3506.7925670317654,286.2413526060631,286.2413526060631,0.0,0.0,0.0,594.7931169214695,594.7931169214695,594.7931169214695,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,23.898053086553183,23.898053086553183,23.898053086553183,-443.16714272908376,-443.16714272908376,-443.16714272908376,0.0,0.0,0.0,881.0344695275326
2015-03-03,286.52229306716237,-1546.9080109713652,3933.088980143824,286.52229306716237,286.52229306716237,0.0,0.0,0.0,1041.3160061990486,1041.3160061990486,1041.3160061990486,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,365.93878706604806,365.93878706604806,365.93878706604806,-338.68498743099946,-338.68498743099946,-338.68498743099946,0.0,0.0,0.0,1327.838299266211
2015-03-04,286.8032335282616,-1698.859811941865,3936.6099458562358,286.8032335282616,286.8032335282616,0.0,0.0,0.0,678.6183808356659,678.6183808356659,678.6183808356659,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,-102.83526113693702,-102.83526113693702,-102.83526113693702,-232.60856459139703,-232.60856459139703,-232.60856459139703,0.0,0.0,0.0,965.4216143639276
2015-03-05,287.0841739893609,-2276.27205341562,3302.9676523876437,287.0841739893609,287.0841739893609,0.0,0.0,0.0,201.70353540362953,201.70353540362953,201.70353540362953,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,-685.776325818215,-685.776325818215,-685.776325818215,-126.58234534215555,-126.58234534215555,-126.58234534215555,0.0,0.0,0.0,488.78770939299045
2015-03-07,287.6460549115594,-931.310160213773,4551.803468140345,287.6460549115594,287.6460549115594,0.0,0.0,0.0,1451.8922017916218,1451.8922017916218,1451.8922017916218,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,359.0349577766029,359.0349577766029,359.0349577766029,78.7950374510191,78.7950374510191,78.7950374510191,0.0,0.0,0.0,1739.538256703181
2015-03-10,288.4888762948572,-875.8463789400228,4710.794448007425,288.4888762948572,288.4888762948572,0.0,0.0,0.0,1727.3951963687716,1727.3951963687716,1727.3951963687716,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,365.93878706599116,365.93878706599116,365.93878706599116,347.39420273878056,347.39420273878056,347.39420273878056,0.0,0.0,0.0,2015.8840726636288
2015-03-11,288.76981675595647,-1163.384954427101,4275.961952569719,288.76981675595647,288.76981675595647,0.0,0.0,0.0,1332.350094940327,1332.350094940327,1332.350094940327,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,-102.83526113776026,-102.83526113776026,-102.83526113776026,421.1231495140871,421.1231495140871,421.1231495140871,0.0,0.0,0.0,1621.1199116962835
2015-03-14,289.6126381392542,-377.8579758542268,5025.37056975584,289.6126381392542,289.6126381392542,0.0,0.0,0.0,1954.6871487554176,1954.6871487554176,1954.6871487554176,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,359.03495777662675,359.03495777662675,359.03495777662675,581.5899844147908,581.5899844147908,581.5899844147908,0.0,0.0,0.0,2244.299786894672
2015-03-15,289.8935786003535,-638.5331065272101,4768.819589731496,289.8935786003535,289.8935786003535,0.0,0.0,0.0,1748.7704436973363,1748.7704436973363,1748.7704436973363,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,121.70305159557843,121.70305159557843,121.70305159557843,613.005185537758,613.005185537758,613.005185537758,0.0,0.0,0.0,2038.6640222976898
2015-03-16,290.17451906145277,-707.8351101709865,4764.271789646892,290.17451906145277,290.17451906145277,0.0,0.0,0.0,1670.970170353402,1670.970170353402,1670.970170353402,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,23.89805308665334,23.89805308665334,23.89805308665334,633.0099107027488,633.0099107027488,633.0099107027488,0.0,0.0,0.0,1961.1446894148548
2015-03-17,290.4554595225521,-255.09130336914424,5122.076812942764,290.4554595225521,290.4554595225521,0.0,0.0,0.0,2021.7093441950767,2021.7093441950767,2021.7093441950767,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,365.9387870658661,365.9387870658661,365.9387870658661,641.7083505652107,641.7083505652107,641.7083505652107,0.0,0.0,0.0,2312.1648037176287
2015-03-18,290.7363999836513,-817.4836869933184,4503.214575422807,290.7363999836513,290.7363999836513,0.0,0.0,0.0,1550.642757697637,1550.642757697637,1550.642757697637,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,-102.83526113664958,-102.83526113664958,-102.83526113664958,639.4158122702866,639.4158122702866,639.4158122702866,0.0,0.0,0.0,1841.3791576812885
2015-03-19,291.0173404447506,-1475.3932091233655,3752.9364665107723,291.0173404447506,291.0173404447506,0.0,0.0,0.0,954.9326485821985,954.9326485821985,954.9326485821985,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,-685.7763258183112,-685.7763258183112,-685.7763258183112,626.6467678365095,626.6467678365095,626.6467678365095,0.0,0.0,0.0,1245.949989026949
2015-03-21,291.57922136694907,-608.1493146716768,4784.469787637338,291.57922136694907,291.57922136694907,0.0,0.0,0.0,1945.728202375378,1945.728202375378,1945.728202375378,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,359.0349577766507,359.0349577766507,359.0349577766507,572.6310380347272,572.6310380347272,572.6310380347272,0.0,0.0,0.0,2237.307423742327
2015-03-22,291.8601618280483,-720.6611437242685,4558.135866638668,291.8601618280483,291.8601618280483,0.0,0.0,0.0,1669.0085101084856,1669.0085101084856,1669.0085101084856,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,121.70305159540722,121.70305159540722,121.70305159540722,533.2432519490785,533.2432519490785,533.2432519490785,0.0,0.0,0.0,1960.868671936534
2015-03-23,292.14110228914757,-1045.0677268429797,4462.978134991068,292.14110228914757,292.14110228914757,0.0,0.0,0.0,1525.0071431513804,1525.0071431513804,1525.0071431513804,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,23.898053086533448,23.898053086533448,23.898053086533448,487.0468835008471,487.0468835008471,487.0468835008471,0.0,0.0,0.0,1817.148245440528
2015-03-24,292.4220427502469,-595.4936711442075,4897.037199135125,292.4220427502469,292.4220427502469,0.0,0.0,0.0,1815.2390549365396,1815.2390549365396,1815.2390549365396,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,365.938787065505,365.938787065505,365.938787065505,435.23806130703474,435.23806130703474,435.23806130703474,0.0,0.0,0.0,2107.6610976867864
2015-03-25,292.7029832113461,-1027.6345325155455,4199.532121902453,292.7029832113461,292.7029832113461,0.0,0.0,0.0,1290.294667126889,1290.294667126889,1290.294667126889,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,-102.83526113717726,-102.83526113717726,-102.83526113717726,379.06772170006616,379.06772170006616,379.06772170006616,0.0,0.0,0.0,1582.997650338235
2015-03-26,292.98392367244537,-1748.4613302753778,3649.9399032489882,292.98392367244537,292.98392367244537,0.0,0.0,0.0,648.0973432430198,648.0973432430198,648.0973432430198,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,-685.7763258183735,-685.7763258183735,-685.7763258183735,319.8114624973932,319.8114624973932,319.8114624973932,0.0,0.0,0.0,941.0812669154652
2015-03-28,293.5458045946439,-903.0914373819559,4516.064434224833,293.5458045946439,293.5458045946439,0.0,0.0,0.0,1570.185480169059,1570.185480169059,1570.185480169059,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,359.03495777660146,359.03495777660146,359.03495777660146,197.08831582845767,197.08831582845767,197.08831582845767,0.0,0.0,0.0,1863.731284763703
2015-03-29,293.8267450557432,-1117.4180083588021,4528.690494364713,293.8267450557432,293.8267450557432,0.0,0.0,0.0,1271.7974185930111,1271.7974185930111,1271.7974185930111,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,121.70305159587784,121.70305159587784,121.70305159587784,136.0321604331331,136.0321604331331,136.0321604331331,0.0,0.0,0.0,1565.6241636487543
2015-03-30,294.1076855168424,-1405.564820416451,4056.5310714278207,294.1076855168424,294.1076855168424,0.0,0.0,0.0,1114.619551528539,1114.619551528539,1114.619551528539,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,23.898053086583527,23.898053086583527,23.898053086583527,76.65929187795551,76.65929187795551,76.65929187795551,0.0,0.0,0.0,1408.7272370453813
2015-03-31,294.3886259779417,-1084.4411813596378,4504.792026123465,294.3886259779417,294.3886259779417,0.0,0.0,0.0,1399.9502935349108,1399.9502935349108,1399.9502935349108,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,365.9387870657524,365.9387870657524,365.9387870657524,19.949299905158355,19.949299905158355,19.949299905158355,0.0,0.0,0.0,1694.3389195128525
2015-04-01,294.669566439041,-1623.296613419956,3898.973750151479,294.669566439041,294.669566439041,0.0,0.0,0.0,877.9814920627933,877.9814920627933,877.9814920627933,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,-102.83526113770495,-102.83526113770495,-102.83526113770495,-33.245453363501674,-33.245453363501674,-33.245453363501674,0.0,0.0,0.0,1172.6510585018343
2015-04-02,294.9505069001402,-2202.8894813173497,3018.966717613491,294.9505069001402,294.9505069001402,0.0,0.0,0.0,246.0711561845016,246.0711561845016,246.0711561845016,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,-685.7763258182073,-685.7763258182073,-685.7763258182073,-82.21472456129112,-82.21472456129112,-82.21472456129112,0.0,0.0,0.0,541.0216630846419
2015-04-04,295.5123878223387,-1099.9225804410032,4220.059116481384,295.5123878223387,295.5123878223387,0.0,0.0,0.0,1207.6901201425605,1207.6901201425605,1207.6901201425605,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,359.03495777664494,359.03495777664494,359.03495777664494,-165.40704419808455,-165.40704419808455,-165.40704419808455,0.0,0.0,0.0,1503.2025079648993
2015-04-05,295.793328283438,-1466.0953889997647,4008.4907648214758,295.793328283438,295.793328283438,0.0,0.0,0.0,936.76912954165,936.76912954165,936.76912954165,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,121.70305159555546,121.70305159555546,121.70305159555546,-198.99612861790527,-198.99612861790527,-198.99612861790527,0.0,0.0,0.0,1232.5624578250881
2015-04-06,296.0742687445373,-1738.3022970722373,3843.000270503311,296.0742687445373,296.0742687445373,0.0,0.0,0.0,810.8682813037892,810.8682813037892,810.8682813037892,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,23.898053086886392,23.898053086886392,23.898053086886392,-227.09197834709715,-227.09197834709715,-227.09197834709715,0.0,0.0,0.0,1106.9425500483264
2015-04-07,296.3552092056365,-1398.6229299112756,4095.1939548981404,296.3552092056365,296.3552092056365,0.0,0.0,0.0,1130.2293827631686,1130.2293827631686,1130.2293827631686,1014.062206564,1014.062206564,1014.062206564,0.0,0.0,0.0,365.9387870656955,365.9387870656955,365.9387870656955,-249.7716108665271,-249.7716108665271,-249.7716108665271,0.0,0.0,0.0,1426.5845919688052
