Order Date,Forecasted Sales,Type,yhat_lower,yhat_upper,Lower Bound,Upper Bound
2015-11-05,1694.564,Historical,,,0.0,0.0
2015-11-07,1302.454,Historical,,,0.0,0.0
2015-11-08,333.576,Historical,,,0.0,0.0
2015-11-09,1574.094,Historical,,,0.0,0.0
2015-11-10,2002.556,Historical,,,0.0,0.0
2015-11-11,7836.978,Historical,,,0.0,0.0
2015-11-12,901.6492,Historical,,,0.0,0.0
2015-11-14,1034.73,Historical,,,0.0,0.0
2015-11-15,1780.822,Historical,,,0.0,0.0
2015-11-16,1355.9285,Historical,,,0.0,0.0
2015-11-17,11544.274,Historical,,,0.0,0.0
2015-11-18,3406.855,Historical,,,0.0,0.0
2015-11-19,7226.086,Historical,,,0.0,0.0
2015-11-20,907.56,Historical,,,0.0,0.0
2015-11-21,1249.622,Historical,,,0.0,0.0
2015-11-22,1103.298,Historical,,,0.0,0.0
2015-11-23,1363.28,Historical,,,0.0,0.0
2015-11-24,5572.864,Historical,,,0.0,0.0
2015-11-25,4415.695,Historical,,,0.0,0.0
2015-11-26,1705.99,Historical,,,0.0,0.0
2015-11-27,203.66,Historical,,,0.0,0.0
2015-11-28,2280.83,Historical,,,0.0,0.0
2015-11-29,649.044,Historical,,,0.0,0.0
2015-11-30,219.154,Historical,,,0.0,0.0
2015-12-01,5624.39,Historical,,,0.0,0.0
2015-12-02,1771.808,Historical,,,0.0,0.0
2015-12-03,505.88,Historical,,,0.0,0.0
2015-12-04,129.98,Historical,,,0.0,0.0
2015-12-05,2963.642,Historical,,,0.0,0.0
2015-12-06,1970.978,Historical,,,0.0,0.0
2015-12-07,548.4,Historical,,,0.0,0.0
2015-12-08,1095.12,Historical,,,0.0,0.0
2015-12-09,1522.652,Historical,,,0.0,0.0
2015-12-10,573.336,Historical,,,0.0,0.0
2015-12-12,4938.4045,Historical,,,0.0,0.0
2015-12-13,293.152,Historical,,,0.0,0.0
2015-12-14,7641.658,Historical,,,0.0,0.0
2015-12-15,1264.466,Historical,,,0.0,0.0
2015-12-16,4065.595,Historical,,,0.0,0.0
2015-12-17,45.534,Historical,,,0.0,0.0
2015-12-19,3436.76,Historical,,,0.0,0.0
2015-12-20,6962.4400000000005,Historical,,,0.0,0.0
2015-12-21,1933.44,Historical,,,0.0,0.0
2015-12-22,798.968,Historical,,,0.0,0.0
2015-12-23,942.108,Historical,,,0.0,0.0
2015-12-24,1950.202,Historical,,,0.0,0.0
2015-12-26,2041.414,Historical,,,0.0,0.0
2015-12-27,2966.388,Historical,,,0.0,0.0
2015-12-28,2682.326,Historical,,,0.0,0.0
2015-12-29,2072.096,Historical,,,0.0,0.0
2015-12-30,2172.6510000000003,Historical,,,0.0,0.0
2015-12-31,5253.27,Historical,,,0.0,0.0
2016-01-02,1932.096,Historical,,,0.0,0.0
2016-01-03,1768.2216,Historical,,,0.0,0.0
2016-01-04,264.46000000000004,Historical,,,0.0,0.0
2016-01-05,295.272,Historical,,,0.0,0.0
2016-01-06,31.538,Historical,,,0.0,0.0
2016-01-09,364.07,Historical,,,0.0,0.0
2016-01-10,1018.104,Historical,,,0.0,0.0
2016-01-12,747.496,Historical,,,0.0,0.0
2016-01-13,622.278,Historical,,,0.0,0.0
2016-01-17,350.384,Historical,,,0.0,0.0
2016-01-19,301.742,Historical,,,0.0,0.0
2016-01-23,43.66,Historical,,,0.0,0.0
2016-01-24,13.12,Historical,,,0.0,0.0
2016-01-26,182.72,Historical,,,0.0,0.0
2016-01-27,3573.252,Historical,,,0.0,0.0
2016-01-28,4297.644,Historical,,,0.0,0.0
2016-01-30,2161.6400000000003,Historical,,,0.0,0.0
2016-01-31,99.26,Historical,,,0.0,0.0
2016-02-03,492.836,Historical,,,0.0,0.0
2016-02-06,2432.544,Historical,,,0.0,0.0
2016-02-07,324.11,Historical,,,0.0,0.0
2016-02-08,129.09199999999998,Historical,,,0.0,0.0
2016-02-09,785.5519999999999,Historical,,,0.0,0.0
2016-02-10,77.24,Historical,,,0.0,0.0
2016-02-14,1079.962,Historical,,,0.0,0.0
2016-02-15,1602.38,Historical,,,0.0,0.0
2016-02-16,160.43,Historical,,,0.0,0.0
2016-02-18,105.844,Historical,,,0.0,0.0
2016-02-20,316.78000000000003,Historical,,,0.0,0.0
2016-02-21,2591.1,Historical,,,0.0,0.0
2016-02-22,79.36,Historical,,,0.0,0.0
2016-02-23,37.776,Historical,,,0.0,0.0
2016-02-25,25.87,Historical,,,0.0,0.0
2016-02-27,1159.2710000000002,Historical,,,0.0,0.0
2016-02-28,551.264,Historical,,,0.0,0.0
2016-03-01,1642.1744,Historical,,,0.0,0.0
2016-03-02,899.5699999999999,Historical,,,0.0,0.0
2016-03-05,1969.267,Historical,,,0.0,0.0
2016-03-06,1555.244,Historical,,,0.0,0.0
2016-03-07,807.54,Historical,,,0.0,0.0
2016-03-08,2563.2960000000003,Historical,,,0.0,0.0
2016-03-09,478.008,Historical,,,0.0,0.0
2016-03-10,90.932,Historical,,,0.0,0.0
2016-03-12,51.016000000000005,Historical,,,0.0,0.0
2016-03-13,1384.856,Historical,,,0.0,0.0
2016-03-14,707.9000000000001,Historical,,,0.0,0.0
2016-03-15,16.776,Historical,,,0.0,0.0
2016-03-16,7230.209999999999,Historical,,,0.0,0.0
2016-03-17,48.84,Historical,,,0.0,0.0
2016-03-19,5203.89,Historical,,,0.0,0.0
2016-03-20,102.52,Historical,,,0.0,0.0
2016-03-21,1270.379,Historical,,,0.0,0.0
2016-03-22,2481.424,Historical,,,0.0,0.0
2016-03-23,633.302,Historical,,,0.0,0.0
2016-03-24,412.95,Historical,,,0.0,0.0
2016-03-26,131.16,Historical,,,0.0,0.0
2016-03-27,83.7,Historical,,,0.0,0.0
2016-03-28,243.344,Historical,,,0.0,0.0
2016-03-29,1559.0800000000002,Historical,,,0.0,0.0
2016-03-30,571.224,Historical,,,0.0,0.0
2016-03-31,200.716,Historical,,,0.0,0.0
2016-04-02,299.22,Historical,,,0.0,0.0
2016-04-04,1484.598,Historical,,,0.0,0.0
2016-04-05,2974.058,Historical,,,0.0,0.0
2016-04-06,140.004,Historical,,,0.0,0.0
2016-04-07,907.436,Historical,,,0.0,0.0
2016-04-09,757.992,Historical,,,0.0,0.0
2016-04-10,169.54199999999997,Historical,,,0.0,0.0
2016-04-11,1328.346,Historical,,,0.0,0.0
2016-04-13,3192.6780000000003,Historical,,,0.0,0.0
2016-04-14,35.208,Historical,,,0.0,0.0
2016-04-16,4161.972,Historical,,,0.0,0.0
2016-04-17,2745.106,Historical,,,0.0,0.0
2016-04-18,2006.96,Historical,,,0.0,0.0
2016-04-19,329.96,Historical,,,0.0,0.0
2016-04-20,1194.726,Historical,,,0.0,0.0
2016-04-21,893.0899999999999,Historical,,,0.0,0.0
2016-04-22,152.916,Historical,,,0.0,0.0
2016-04-24,25.99,Historical,,,0.0,0.0
2016-04-25,920.946,Historical,,,0.0,0.0
2016-04-26,2090.1055,Historical,,,0.0,0.0
2016-04-27,2719.59,Historical,,,0.0,0.0
2016-04-28,4044.362,Historical,,,0.0,0.0
2016-04-29,7.968,Historical,,,0.0,0.0
2016-04-30,1571.695,Historical,,,0.0,0.0
2016-05-01,450.94,Historical,,,0.0,0.0
2016-05-02,167.232,Historical,,,0.0,0.0
2016-05-03,2198.76,Historical,,,0.0,0.0
2016-05-04,1121.362,Historical,,,0.0,0.0
2016-05-07,305.622,Historical,,,0.0,0.0
2016-05-08,3981.968,Historical,,,0.0,0.0
2016-05-09,48.81,Historical,,,0.0,0.0
2016-05-10,154.442,Historical,,,0.0,0.0
2016-05-11,191.968,Historical,,,0.0,0.0
2016-05-12,1060.35,Historical,,,0.0,0.0
2016-05-13,238.384,Historical,,,0.0,0.0
2016-05-14,3141.1995,Historical,,,0.0,0.0
2016-05-15,69.908,Historical,,,0.0,0.0
2016-05-16,255.968,Historical,,,0.0,0.0
2016-05-17,47.368,Historical,,,0.0,0.0
2016-05-18,10.86,Historical,,,0.0,0.0
2016-05-20,169.54399999999998,Historical,,,0.0,0.0
2016-05-21,72.332,Historical,,,0.0,0.0
2016-05-22,3862.098,Historical,,,0.0,0.0
2016-05-23,1304.956,Historical,,,0.0,0.0
2016-05-24,610.3069999999999,Historical,,,0.0,0.0
2016-05-25,1739.418,Historical,,,0.0,0.0
2016-05-26,982.564,Historical,,,0.0,0.0
2016-05-28,794.146,Historical,,,0.0,0.0
2016-05-29,1119.786,Historical,,,0.0,0.0
2016-05-30,681.1,Historical,,,0.0,0.0
2016-05-31,5178.138,Historical,,,0.0,0.0
2016-06-01,834.1980000000001,Historical,,,0.0,0.0
2016-06-04,1192.31,Historical,,,0.0,0.0
2016-06-05,1533.198,Historical,,,0.0,0.0
2016-06-07,59.768,Historical,,,0.0,0.0
2016-06-08,145.504,Historical,,,0.0,0.0
2016-06-09,797.116,Historical,,,0.0,0.0
2016-06-11,3373.5640000000003,Historical,,,0.0,0.0
2016-06-12,174.476,Historical,,,0.0,0.0
2016-06-13,1128.898,Historical,,,0.0,0.0
2016-06-14,51.072,Historical,,,0.0,0.0
2016-06-15,734.144,Historical,,,0.0,0.0
2016-06-16,3443.904,Historical,,,0.0,0.0
2016-06-18,1883.087,Historical,,,0.0,0.0
2016-06-19,446.346,Historical,,,0.0,0.0
2016-06-20,829.544,Historical,,,0.0,0.0
2016-06-21,107.976,Historical,,,0.0,0.0
2016-06-22,2018.953,Historical,,,0.0,0.0
2016-06-23,836.9580000000001,Historical,,,0.0,0.0
2016-06-25,857.08,Historical,,,0.0,0.0
2016-06-26,1592.196,Historical,,,0.0,0.0
2016-06-28,1126.156,Historical,,,0.0,0.0
2016-06-29,432.926,Historical,,,0.0,0.0
2016-07-02,1631.902,Historical,,,0.0,0.0
2016-07-03,823.982,Historical,,,0.0,0.0
2016-07-04,1138.288,Historical,,,0.0,0.0
2016-07-05,121.646,Historical,,,0.0,0.0
2016-07-06,1379.812,Historical,,,0.0,0.0
2016-07-08,21.12,Historical,,,0.0,0.0
2016-07-09,1587.114,Historical,,,0.0,0.0
2016-07-10,43.286,Historical,,,0.0,0.0
2016-07-11,1941.952,Historical,,,0.0,0.0
2016-07-12,2052.567,Historical,,,0.0,0.0
2016-07-13,2033.256,Historical,,,0.0,0.0
2016-07-14,860.9159999999999,Historical,,,0.0,0.0
2016-07-16,3029.386,Historical,,,0.0,0.0
2016-07-17,448.082,Historical,,,0.0,0.0
2016-07-18,525.72,Historical,,,0.0,0.0
2016-07-19,2.025,Historical,,,0.0,0.0
2016-07-20,2693.168,Historical,,,0.0,0.0
2016-07-23,208.272,Historical,,,0.0,0.0
2016-07-24,525.95,Historical,,,0.0,0.0
2016-07-25,2395.024,Historical,,,0.0,0.0
2016-07-26,958.857,Historical,,,0.0,0.0
2016-07-27,29.97,Historical,,,0.0,0.0
2016-07-30,443.802,Historical,,,0.0,0.0
2016-07-31,3712.162,Historical,,,0.0,0.0
2016-08-01,1011.696,Historical,,,0.0,0.0
2016-08-02,1290.478,Historical,,,0.0,0.0
2016-08-05,72.65,Historical,,,0.0,0.0
2016-08-06,494.8692,Historical,,,0.0,0.0
2016-08-07,968.206,Historical,,,0.0,0.0
2016-08-08,760.1120000000001,Historical,,,0.0,0.0
2016-08-09,4878.392000000001,Historical,,,0.0,0.0
2016-08-10,851.4739999999999,Historical,,,0.0,0.0
2016-08-11,196.112,Historical,,,0.0,0.0
2016-08-13,586.896,Historical,,,0.0,0.0
2016-08-15,497.59,Historical,,,0.0,0.0
2016-08-16,3378.932,Historical,,,0.0,0.0
2016-08-17,381.64,Historical,,,0.0,0.0
2016-08-21,2827.52,Historical,,,0.0,0.0
2016-08-22,66.632,Historical,,,0.0,0.0
2016-08-23,1202.278,Historical,,,0.0,0.0
2016-08-24,7194.775000000001,Historical,,,0.0,0.0
2016-08-25,178.52599999999998,Historical,,,0.0,0.0
2016-08-27,639.9739999999999,Historical,,,0.0,0.0
2016-08-28,6491.293,Historical,,,0.0,0.0
2016-08-29,246.5,Historical,,,0.0,0.0
2016-08-31,2601.797,Historical,,,0.0,0.0
2016-09-01,2367.564,Historical,,,0.0,0.0
2016-09-03,1874.898,Historical,,,0.0,0.0
2016-09-04,1071.284,Historical,,,0.0,0.0
2016-09-05,934.103,Historical,,,0.0,0.0
2016-09-06,919.674,Historical,,,0.0,0.0
2016-09-07,2922.667,Historical,,,0.0,0.0
2016-09-08,89.64,Historical,,,0.0,0.0
2016-09-10,1415.726,Historical,,,0.0,0.0
2016-09-11,1962.13,Historical,,,0.0,0.0
2016-09-12,707.824,Historical,,,0.0,0.0
2016-09-13,2109.42,Historical,,,0.0,0.0
2016-09-14,3262.42,Historical,,,0.0,0.0
2016-09-15,2535.85,Historical,,,0.0,0.0
2016-09-16,31.12,Historical,,,0.0,0.0
2016-09-17,11525.006,Historical,,,0.0,0.0
2016-09-18,3924.32,Historical,,,0.0,0.0
2016-09-19,500.38,Historical,,,0.0,0.0
2016-09-20,1836.052,Historical,,,0.0,0.0
2016-09-21,6982.058,Historical,,,0.0,0.0
2016-09-22,1783.504,Historical,,,0.0,0.0
2016-09-24,4180.614,Historical,,,0.0,0.0
2016-09-25,3033.757,Historical,,,0.0,0.0
2016-09-26,3722.273,Historical,,,0.0,0.0
2016-09-27,2382.958,Historical,,,0.0,0.0
2016-09-28,1058.364,Historical,,,0.0,0.0
2016-10-01,1158.414,Historical,,,0.0,0.0
2016-10-02,1269.266,Historical,,,0.0,0.0
2016-10-03,275.218,Historical,,,0.0,0.0
2016-10-04,505.58,Historical,,,0.0,0.0
2016-10-05,851.092,Historical,,,0.0,0.0
2016-10-08,222.12,Historical,,,0.0,0.0
2016-10-09,2133.5350000000003,Historical,,,0.0,0.0
2016-10-10,1855.008,Historical,,,0.0,0.0
2016-10-11,1011.8955,Historical,,,0.0,0.0
2016-10-12,2390.758,Historical,,,0.0,0.0
2016-10-13,371.66,Historical,,,0.0,0.0
2016-10-15,3219.554,Historical,,,0.0,0.0
2016-10-16,824.97,Historical,,,0.0,0.0
2016-10-17,77.88,Historical,,,0.0,0.0
2016-10-18,378.494,Historical,,,0.0,0.0
2016-10-19,2135.09,Historical,,,0.0,0.0
2016-10-20,720.086,Historical,,,0.0,0.0
2016-10-22,15.128,Historical,,,0.0,0.0
2016-10-23,2262.296,Historical,,,0.0,0.0
2016-10-24,831.145,Historical,,,0.0,0.0
2016-10-25,1425.412,Historical,,,0.0,0.0
2016-10-26,1395.333,Historical,,,0.0,0.0
2016-10-28,104.51,Historical,,,0.0,0.0
2016-10-29,244.24,Historical,,,0.0,0.0
2016-10-30,2122.044,Historical,,,0.0,0.0
2016-10-31,3211.009,Historical,,,0.0,0.0
2016-11-01,3106.106,Historical,,,0.0,0.0
2016-11-02,5528.551,Historical,,,0.0,0.0
2016-11-03,2800.846,Historical,,,0.0,0.0
2016-11-05,834.874,Historical,,,0.0,0.0
2016-11-06,11.481,Historical,,,0.0,0.0
2016-11-07,3073.073,Historical,,,0.0,0.0
